Sales_ID,Movie_ID,Release_Date,domestic_box_office,international_box_office,worldwide_box_office,P_budget,Opening_weekend,Theatre_count
607,,01 4 2013,5750,,,,6401744,2065
608,,09 2 2016,n/a,161310,161310,,,
609,,11 11 2020,n/a,,,,,
610,,05 14 2004,4180870,5877131,10058001,,,
611,,04 12 2019,n/a,7382,7382,,,
612,,06 3 2017,n/a,153683,153683,,29853,2
613,,04 25 2003,34514,,,,,
614,,06 29 2005,6395,,,,,
615,,03 28 2013,n/a,,,,,
616,,01 6 2017,1172,,,,4013,4
617,,07 2 2021,n/a,,,,,
618,,04 20 2007,8453,,,,,
619,,09 17 2004,1339668,,,,,
620,,08 7 2015,n/a,6184,6184,,5361,3
621,,02 12 2019,n/a,42684,42684,,,
622,,09 16 2016,n/a,104807,104807,,,
623,,05 17 2019,22782371,56088537,78870908,16000000,,
624,,01 27 2017,64321890,138733537,203055427,25000000,,
625,,01 11 2019,41952715,39199790,81152505,61000000,,
626,,08 21 2021,n/a,1040000,1040000,,,
627,,11 8 2019,n/a,453833,453833,,,
628,,11 15 2017,n/a,,,,,
629,,11 21 2014,n/a,315047,315047,,,
630,,06 15 2018,n/a,1526,1526,,,
631,,09 25 2020,n/a,3435,3435,,,
632,,09 22 2017,n/a,42636,42636,,,
633,,11 20 2015,n/a,61045,61045,,,
634,,02 21 2003,50075,,,,,
635,,07 28 2017,n/a,2435792,2435792,,1211345,19
636,,05 28 2021,n/a,360000,360000,,,
637,,02 7 2014,n/a,,,,,
638,,03 7 2014,n/a,,,,,
639,,10 8 2015,n/a,,,,,
640,,06 17 2021,n/a,,,,,
641,,03 19 2021,n/a,2130,2130,,,
642,,02 28 2020,n/a,220,220,,,
643,,10 8 2021,n/a,34386,34386,,,
644,,05 4 2012,n/a,17224539,17224539,15000000,,
645,,03 10 2017,n/a,275600,275600,,,
646,,12 2 2014,n/a,,,,,
647,,02 7 2014,32846,,,,,
648,,03 1 2013,29817,,,,,
649,,08 18 2010,320486,,,,686355,33
650,,02 28 2020,n/a,,,,,
651,,10 7 2021,n/a,53138,53138,,,
652,,11 8 2019,1237,,,,,
653,,10 22 2004,26642,,,,,
654,,03 15 2019,n/a,137155,137155,,,
655,,08 13 2021,n/a,2600011,2600011,,,
656,,04 29 2016,n/a,5998,5998,,,
657,,08 3 2017,n/a,1498,1498,,,
658,,08 25 2016,n/a,131962,131962,,,
659,,11 26 2004,28292,145666,173958,,,
660,,05 7 2004,27516,,,,3050,2
661,,06 6 2007,89550,,,,7347,2
662,,04 4 2008,72349,,,,,
663,,04 11 2014,n/a,,,,,
664,,10 21 2016,2006788,36564252,38571040,,,
665,,07 24 2015,n/a,,,,,
666,,06 15 2018,n/a,12751,12751,,,
667,,11 10 2017,n/a,1508,1508,,,
668,,07 7 2017,1594798,1174984,2769782,100000,,
669,,03 6 2020,n/a,,,,,
670,,07 4 2013,3018,,,,923,1
671,,12 4 2020,n/a,6002,6002,,,
672,,12 2 2016,n/a,,,,,
673,,03 27 2015,n/a,,,,,
674,,11 21 2014,544032,83988,628020,,,
675,,02 8 2013,35586,,,,,
676,,02 5 2021,2238,,,,,
677,,02 3 2016,n/a,2961,2961,,,
678,,12 5 2008,8629,,,,6636,1
679,,11 4 2011,n/a,,,,,
680,,02 14 2013,67349198,236900000,304249198,92000000,,
681,,10 3 2014,n/a,,,,,
682,,09 2 2011,154604,,,,,
683,,02 3 2005,223144,5852606,6075750,,,
684,,05 8 2020,n/a,,,,,
685,,11 10 2006,7459300,34604805,42064105,35000000,,
686,,11 3 2017,n/a,,,,,
687,,11 16 2013,12901,2688,15589,,1297,2
688,,09 29 2006,516139,1611255,2127394,,,
689,,11 1 2019,n/a,60108,60108,,,
690,,01 17 2003,15543862,1886732,17430594,20000000,,
691,,12 16 2005,12405,,,,,
692,,09 21 2018,n/a,,,,456,1
693,,01 11 2013,40041683,19880875,59922558,2500000,7801,8
694,,04 18 2014,17329487,3877374,21206861,4000000,,
695,,02 1 2013,n/a,,,9000000,,
696,,05 6 2011,n/a,,,,,
697,,09 13 2019,n/a,427213,427213,,3509,1
698,,12 13 2019,1730597,2560221,4290818,,,
699,,09 23 2005,31493782,29984015,61477797,32000000,422410,4
700,,04 8 2005,3306,,,,,
701,,11 24 2021,n/a,,,,,
702,,04 22 2016,4212494,7633516,11846010,35000000,,
703,,07 23 2004,1029017,9211,1038228,6500000,,
704,,08 19 2011,n/a,,,,,
705,,01 6 2015,n/a,,,,,
706,,07 7 2018,n/a,,,,55307,33
707,,11 14 2003,678,,,,,
708,,04 21 2017,n/a,42604,42604,,,
709,,08 7 2020,n/a,2529,2529,,,
710,,05 21 2008,105651,,,,,
711,,12 10 2021,6400032,68499,6468531,,,
712,,12 6 2013,n/a,,,,,
713,,05 4 2018,n/a,7674,7674,,,
714,,10 3 2019,n/a,461674,461674,,,
715,,03 10 2020,n/a,,,,,
716,,06 1 2018,58403,3466,61869,,,
717,,12 16 2016,2915,88234,91149,,,
718,,05 11 2001,56083966,44538620,100622586,41000000,,
719,,01 29 2016,n/a,10006,10006,,,
720,,02 27 2015,3629842,16785,3646627,,,
721,,11 2 2012,1561577,6477215,8038792,,,
722,,02 29 2008,5202,,,,,
723,,05 27 2005,18326,,,,,
724,,09 16 2021,n/a,1792,1792,,,
725,,09 8 2004,13835,,,,,
726,,05 9 2015,n/a,2290000,2290000,,,
727,,11 2 2012,5102,,,,,
728,,08 8 2017,n/a,,,,,
729,,08 21 2020,n/a,460000,460000,,,
730,,05 8 2016,n/a,,,,,
731,,11 12 2020,n/a,9685,9685,,,
732,,05 4 2012,10011,1090276,1100287,12500000,,
733,,06 26 2015,558173,9526450,10084623,,,
734,,07 22 2011,96868,,,,,
735,,03 30 2018,n/a,160849,160849,,,
736,,11 11 2011,n/a,442550,442550,4000000,,
737,,07 11 2014,13347,743933,757280,,,
738,,05 6 2014,28951,,,,,
739,,04 22 2005,21835784,20085806,41921590,25000000,,
740,,06 24 2011,n/a,,,,,
741,,06 1 2001,n/a,,,,4942,1
742,,12 29 2004,159171,824328,983499,,,
743,,06 26 2015,n/a,77357,77357,,,
744,,03 25 2016,n/a,17009,17009,,,
745,,12 9 2016,n/a,55480,55480,,33336,4
746,,04 4 2003,26500000,17297731,43797731,36000000,10950705,3119
747,,08 31 2007,201603,,,,,
748,,05 24 2019,n/a,2754,2754,,,
749,,06 6 2019,n/a,318929,318929,,515499,25
750,,11 5 2004,n/a,106728,106728,,,
751,,11 2 2012,n/a,,,,,
752,,11 17 2017,n/a,1144,1144,,,
753,,07 23 2014,46874,,,,,
754,,10 17 2014,680113,,,,,
755,,12 18 2020,n/a,6612,6612,,,
756,,01 29 2016,41845,7021559,7063404,,,
757,,11 7 2014,n/a,,,,,
758,,10 8 2021,n/a,79330,79330,,,
759,,07 13 2018,n/a,,,,,
760,,06 22 2007,9176787,9976781,19153568,15000000,,
761,,04 16 2003,17583468,921071,18504539,6000000,,
762,,12 6 2019,n/a,80971,80971,,,
763,,05 30 2014,42720965,44057592,86778557,40000000,,
764,,02 19 2017,n/a,609,609,,,
765,,12 23 2016,3740823,42673707,46414530,43000000,,
766,,04 29 2016,n/a,665903,665903,,,
767,,07 8 2016,n/a,687,687,,,
768,,07 31 2020,n/a,,,,21337,2
769,,12 31 2014,5749134,3120588,8869722,20000000,,
770,,07 25 2014,17237855,18831035,36068890,15000000,56237634,4017
771,,09 14 2018,n/a,,,,,
772,,04 15 2016,n/a,720000,720000,,,
773,,09 24 2010,1916,,,,,
774,,10 29 2021,269435,,,2300000,,
775,,04 28 2017,n/a,7796,7796,,9195670,2827
776,,12 12 2017,n/a,,,,,
777,,06 26 2015,7125,,,,,
778,,08 29 2014,66235,26095,92330,,,
779,,04 14 2017,n/a,663773,663773,,,
780,,10 2 2015,n/a,353855,353855,,,
781,,12 6 2019,n/a,,,,,
782,,11 10 2006,737,,,,,
783,,09 16 2020,n/a,191736,191736,,,
784,,03 5 2016,n/a,82232,82232,,,
785,,05 16 2014,n/a,,,,,
786,,08 7 2020,n/a,21725,21725,,,
787,,11 5 2019,n/a,,,,,
788,,04 30 2010,63075011,54654610,117729621,35000000,,
789,,03 23 2018,n/a,,,,,
790,,01 14 2021,n/a,14989,14989,,,
791,,01 11 2019,n/a,6811,6811,,,
792,,05 16 2014,930,,,,,
793,,08 2 2013,23203,,,,,
794,,01 15 2015,5002,4006302,4011304,,42230,10
795,,06 11 2021,n/a,,,,111200,4
796,,08 7 2009,15515460,7300000,22815460,14000000,,
797,,11 1 2013,388,7247,7635,,,
798,,02 2 2001,713,,,,,
799,,06 20 2014,n/a,,,,,
800,,04 5 2019,n/a,14970,14970,,,
801,,11 9 2020,n/a,,,,,
802,,03 1 2013,231378,,,,,
803,,03 15 2019,n/a,414,414,,,
804,,04 25 2008,60668,,,,,
805,,03 1 2019,n/a,7982,7982,,2267,1
806,,06 9 2006,20342852,6373339,26716191,10000000,130880,4
807,,04 13 2018,14453,485074,499527,,,
808,,11 2 2018,1633209,2310956,3944165,,,
809,,07 17 2014,n/a,1505231,1505231,,,
810,,06 3 2011,n/a,,,,,
811,,10 2 2020,n/a,460000,460000,,35574710,3441
812,,07 29 2021,n/a,3520,3520,,,
813,,09 29 2017,2587072,,,,,
814,,05 4 2001,15047,,,,,
815,,10 12 2016,n/a,103921,103921,,,
816,,04 14 2016,1865396,2266123,4131519,,,
817,,04 6 2018,188024361,146852309,334876670,17000000,,
818,,05 28 2021,160215764,136451825,296667589,61000000,,
819,,10 9 2019,2744,20251240,20253984,,13601682,3104
820,,06 1 2001,15712,,,,,
821,,08 28 2015,16839,,,,,
822,,05 27 2016,n/a,,,,,
823,,03 22 2013,n/a,39627,39627,,42133,22
824,,01 8 2021,n/a,90000,90000,,,
825,,11 3 2017,n/a,,,,3420,1
826,,10 27 2000,20097,,,5250000,,
827,,12 4 2015,228136,4866510,5094646,,,
828,,02 1 2002,38247,,,,,
829,,07 7 2006,5501616,1903468,7405084,20000000,,
830,,08 2 2019,n/a,84878,84878,,,
831,,09 6 2019,n/a,7675,7675,,,
832,,12 10 2015,n/a,62618,62618,,,
833,,10 2 2009,9228788,21131782,30360570,7000000,,
834,,05 16 2014,n/a,,,,10455,3
835,,10 29 2004,14389,,,,,
836,,09 14 2018,53548586,44080131,97628717,20000000,18742,2
837,,02 14 2020,54415,,,,,
838,,12 11 2009,9176000,18966379,28142379,7000000,,
839,,09 20 2013,18642,,,,,
840,,05 17 2002,17384,,,,,
841,,05 14 2004,95436,,,,,
842,,08 19 2016,1196,,,,,
843,,11 16 2018,n/a,1339004,1339004,,,
844,,05 2 2019,n/a,,,,175006,4
845,,06 28 2002,27983,,,,,
846,,09 2 2005,1900451,4400000,6300451,80000000,,
847,,05 17 2021,n/a,1670,1670,,,
848,,03 18 2016,13739,,,,,
849,,10 5 2018,215288866,216581657,431870523,36000000,,
850,,09 23 2021,n/a,,,,,
851,,08 12 2005,41468,,,,,
852,,08 10 2007,n/a,,,,,
853,,02 17 2017,n/a,13325206,13325206,,,
854,,12 18 2020,n/a,2541,2541,,,
855,,10 25 2019,n/a,58423,58423,,,
856,,05 19 2016,n/a,,,,,
857,,02 26 2016,n/a,,,,,
858,,02 14 2013,n/a,35535,35535,,,
859,,11 18 2016,82703,17299990,17382693,8000000,,
860,,10 23 2008,n/a,,,,,
861,,09 18 2015,n/a,34808,34808,,,
862,,08 19 2016,572212,144953,717165,,,
863,,02 11 2005,14305,,,,,
864,,12 3 2003,72062,18993,91055,,,
865,,12 10 2004,20237,,,,,
866,,09 6 2013,8348,,,,,
867,,04 2 2004,45933,,,,,
868,,08 7 2020,n/a,,,,,
869,,03 9 2012,18450127,2340359,20790486,40000000,,
870,,09 19 2008,76806,,,,,
871,,06 29 2018,n/a,2372316,2372316,,,
872,,10 27 2000,701468,,,,,
873,,11 4 2016,n/a,8600,8600,,,
874,,11 28 2019,n/a,112440,112440,,,
875,,04 29 2005,248565,,,,,
876,,05 22 2020,n/a,,,,,
877,,12 16 2009,165509,,,,,
878,,09 24 2016,n/a,,,,,
879,,01 3 2019,n/a,79507,79507,,,
880,,09 14 2001,9200,,,,,
881,,10 1 2016,n/a,263801,263801,,,
882,,10 25 2013,n/a,,,45000,,
883,,02 15 2019,121772,2832,124604,,,
884,,06 21 2019,n/a,158,158,,,
885,,02 10 2016,3902185,7193835,11096020,,2437,3
886,,07 18 2008,n/a,,,,,
887,,11 4 2011,35061031,1204714,36265745,20000000,13854,3
888,,04 23 2015,n/a,,,,,
889,,12 20 2019,146535,1637015,1783550,,,
890,,08 28 2015,n/a,,,,,
891,,03 29 2019,n/a,43366,43366,,,
892,,05 20 2016,n/a,3355,3355,,,
893,,02 8 2019,n/a,,,,,
894,,05 17 2019,n/a,,,,14504315,3286
895,,01 14 2021,n/a,2376,2376,,,
896,,02 26 2016,n/a,1521,1521,,,
897,,04 15 2005,403069,,,,,
898,,06 8 2020,n/a,15772,15772,,320429,25
899,,09 19 2014,26017685,36090902,62108587,28000000,5183,1
900,,09 2 2015,29499394,7619964,37119358,8000000,,
901,,01 25 2002,41227069,4833792,46060861,11000000,,
902,,12 2 2011,n/a,,,,,
903,,06 29 2018,n/a,63802,63802,,,
904,,05 24 2013,14350,30350000,30364350,,,
905,,10 12 2012,n/a,,,,,
906,,05 1 2009,20169,,,,,
907,,12 2 2016,n/a,,,,,
908,,10 9 2015,n/a,,,,,
909,,12 1 2017,n/a,483266,483266,,,
910,,03 22 2017,36838,,,,,
911,,10 23 2015,n/a,,,,,
912,,05 30 2017,n/a,,,,61999,4
913,,03 9 2018,100478608,32735941,133214549,103000000,,
914,,07 12 2018,n/a,7353354,7353354,,,
915,,03 6 2015,n/a,,,,,
916,,10 17 2019,n/a,8612,8612,,,
917,,12 12 2013,1170,,,,,
918,,05 1 2015,n/a,5726339,5726339,,,
919,,10 6 2017,n/a,,,,,
920,,10 4 2013,157690,,,,,
921,,11 4 2016,n/a,1353287,1353287,8500000,1357129,626
922,,08 24 2018,6501381,1758372,8259753,10000000,116211,43
923,,07 16 2021,n/a,10223,10223,,14869736,3478
924,,07 9 2021,n/a,9577535,9577535,,978894,312
925,,11 22 2018,n/a,2000000,2000000,,3248481,331
926,,03 29 2019,n/a,12009,12009,,,
927,,11 19 2021,n/a,4349,4349,,10278225,2970
928,,03 1 2019,n/a,,,,11002986,2970
929,,11 21 2018,n/a,,,,,
930,,11 9 2018,n/a,234,234,,,
931,,05 25 2018,n/a,2517,2517,,161306,7
932,,04 12 2019,n/a,,,,,
933,,10 13 2017,n/a,5607900,5607900,,,
934,,09 1 2017,n/a,1187057,1187057,,,
935,,07 26 2019,n/a,987502,987502,,,
936,,09 2 2016,n/a,397,397,,,
937,,08 2 2019,n/a,,,,,
938,,10 2 2020,n/a,3718,3718,,,
939,,05 12 2016,n/a,14536144,14536144,,,
940,,10 12 2018,n/a,10602,10602,,,
941,,03 29 2019,n/a,353848,353848,,6833,3
942,,12 10 2021,n/a,5102,5102,,,
943,,10 25 2019,n/a,4009,4009,,,
944,,06 15 2001,110776,,,,,
945,,10 8 2003,216158,6858,223016,,,
946,,12 7 2018,n/a,1641333,1641333,,,
947,,01 5 2018,n/a,1621792,1621792,,,
948,,09 8 2017,n/a,9299,9299,,,
949,,07 28 2017,n/a,2100704,2100704,,,
950,,11 11 2021,n/a,1977,1977,,,
951,,10 27 2017,n/a,45304,45304,,,
952,,05 17 2019,n/a,2930,2930,,,
953,,09 14 2018,n/a,34194,34194,,,
954,,08 30 2019,n/a,28707,28707,,,
955,,06 28 2019,n/a,8470,8470,,,
956,,05 6 2016,n/a,32922,32922,,,
957,,08 24 2018,n/a,33301,33301,,92855,4
958,,10 9 2020,n/a,370562,370562,,,
959,,10 21 2016,n/a,4434937,4434937,,,
960,,10 20 2017,n/a,339792,339792,,,
961,,10 21 2016,n/a,1747,1747,,,
962,,09 10 2021,n/a,104443,104443,,,
963,,08 28 2020,n/a,482,482,,,
964,,05 4 2018,n/a,2409,2409,,,
965,,02 27 2015,1270847,3106411,4377258,,,
966,,01 29 2018,115463,,,,,
967,,11 8 2002,850,,,,,
968,,08 28 2012,n/a,25414221,25414221,,,
969,,03 7 2008,206678,47094093,47300771,20000000,,
970,,12 6 2019,n/a,3791808,3791808,,,
971,,12 24 2021,n/a,625828,625828,,,
972,,08 18 2017,n/a,37729,37729,,,
973,,11 23 2018,n/a,285883,285883,,,
974,,04 21 2017,n/a,306654,306654,,,
975,,12 6 2019,n/a,746565,746565,,,
976,,04 14 2017,n/a,1671094,1671094,,45192,4
977,,09 22 2017,n/a,281026,281026,,,
978,,05 21 2021,n/a,14556,14556,,,
979,,07 21 2012,n/a,43907351,43907351,,,
980,,05 28 2021,n/a,1548,1548,,,
981,,03 1 2019,n/a,57071,57071,,,
982,,11 8 2019,n/a,1506988,1506988,,,
983,,09 11 2020,n/a,289185,289185,,,
984,,01 25 2019,n/a,9408793,9408793,,,
985,,05 28 2021,n/a,4970,4970,,,
986,,08 25 2017,n/a,1632693,1632693,,,
987,,12 7 2018,n/a,12210,12210,,,
988,,03 29 2019,n/a,8334,8334,,,
989,,03 18 2016,n/a,179842,179842,,,
990,,03 22 2019,n/a,60596,60596,,95514,20
991,,12 27 2019,n/a,240857,240857,,,
992,,08 26 2016,n/a,641359,641359,,,
993,,10 28 2016,n/a,320008,320008,,,
994,,12 9 2016,n/a,643,643,,,
995,,08 18 2016,n/a,5983,5983,,2916,1
996,,11 2 2018,n/a,14905,14905,,,
997,,11 4 2016,n/a,1465048,1465048,,978,3
998,,03 31 2016,n/a,796804,796804,,31658,8
999,,11 9 2018,n/a,50271,50271,,,
1000,,12 2 2016,n/a,34641,34641,,,
1001,,11 8 2018,n/a,117906,117906,,,
1002,,11 25 2016,n/a,318547,318547,,,
1003,,08 26 2016,n/a,538086,538086,,,
1004,,07 26 2019,n/a,3330,3330,,129462,4
1005,,08 8 2014,135000,,,,,
1006,,12 1 2000,8517,,,,,
1007,,11 10 2017,n/a,2715,2715,,,
1008,,02 14 2020,n/a,250841,250841,,,
1009,,02 2 2018,n/a,281070,281070,,,
1010,,04 12 2019,n/a,52638,52638,,71187,15
1011,,12 14 2018,n/a,60183,60183,,2840,1
1012,,11 6 2020,n/a,8650,8650,,,
1013,,01 31 2020,n/a,1282632,1282632,,,
1014,,03 31 2017,n/a,91460,91460,,,
1015,,11 19 2021,n/a,33313,33313,,62163104,4163
1016,,05 9 2018,n/a,70773,70773,,,
1017,,09 11 2015,n/a,7177,7177,,,
1018,,01 26 2018,n/a,2662085,2662085,,,
1019,,12 22 2017,n/a,4273904,4273904,,,
1020,,10 11 2019,n/a,4918,4918,,,
1021,,12 21 2018,n/a,1991200,1991200,,,
1022,,06 24 2011,12561,516902,529463,,,
1023,,11 1 2020,n/a,,,,12361307,2803
1024,,09 4 2009,n/a,,,,,
1025,,02 21 2014,n/a,,,,,
1026,,11 30 2007,484108,4421482,4905590,,,
1027,,03 23 2017,7263,145569,152832,,,
1028,,04 15 2021,n/a,201261,201261,,,
1029,,02 9 2018,n/a,46722,46722,,,
1030,,11 25 2016,n/a,4116,4116,,17395,3
1031,,09 30 2016,n/a,15860,15860,,,
1032,,01 30 2015,n/a,710602,710602,,,
1033,,01 15 2016,n/a,323396,323396,,,
1034,,08 12 2011,651096,12992412,13643508,,,
1035,,04 13 2018,n/a,,,,,
1036,,06 2 2017,n/a,,,,,
1037,,08 27 2010,n/a,,,,,
1038,,04 26 2013,n/a,11046634,11046634,,,
1039,,10 19 2018,n/a,71912,71912,,,
1040,,10 14 2016,n/a,706,706,,,
1041,,01 24 2014,n/a,,,,,
1042,,05 19 2017,113279,,,650000,,
1043,,06 23 2011,n/a,,,,,
1044,,06 9 2017,n/a,1858,1858,,,
1045,,10 18 2002,10719367,1500000,12219367,25000000,,
1046,,08 15 2013,n/a,,,,,
1047,,12 9 2016,n/a,581142,581142,,,
1048,,11 21 2019,n/a,12497,12497,,,
1049,,04 5 2017,n/a,4469282,4469282,,7102085,3528
1050,,05 27 2016,n/a,4234,4234,,,
1051,,05 3 2002,8886,,,,,
1052,,02 8 2013,222098,9915136,10137234,1900000,,
1053,,11 30 2001,83372,,,,4398,1
1054,,06 19 2015,892133,312048,1204181,,,
1055,,05 11 2018,n/a,1348863,1348863,,,
1056,,02 4 2014,n/a,,,,,
1057,,09 23 2011,28087155,58561204,86648359,35000000,4730038,2575
1058,,03 12 2019,n/a,,,,2449,1
1059,,11 24 2006,26859,,,,,
1060,,01 12 2018,n/a,,,,1564,1
1061,,03 4 2011,n/a,,,,,
1062,,05 9 2014,n/a,,,,,
1063,,08 17 2001,64148,,,6500000,,
1064,,10 12 2018,n/a,1228051,1228051,,,
1065,,08 22 2019,n/a,1940218,1940218,,,
1066,,01 16 2015,n/a,496,496,,,
1067,,11 13 2015,n/a,62307,62307,,155081681,4157
1068,,04 14 2006,1810,,,,,
1069,,09 27 2019,60761390,127897801,188659191,75000000,18469620,3325
1070,,07 15 2020,n/a,55581,55581,,,
1071,,02 20 2004,2350,,,,,
1072,,05 17 2002,40803000,89956651,130759651,27000000,,
1073,,08 6 2015,n/a,148293,148293,,,
1074,,05 11 2001,151559,,,,,
1075,,08 8 2014,n/a,,,,,
1076,,09 21 2012,3003,,,,,
1077,,11 11 2011,2500,,,,2515,2
1078,,01 22 2021,n/a,,,,,
1079,,02 14 2014,48637684,1808176,50445860,13000000,,
1080,,12 13 2002,65005217,42049267,107054484,30000000,,
1081,,03 11 2016,n/a,,,,,
1082,,11 1 2013,15323921,71685717,87009638,12000000,,
1083,,08 13 2021,n/a,,,,6349,20
1084,,04 15 2016,n/a,114860,114860,,,
1085,,01 30 2015,288751,,,1300000,,
1086,,09 29 2018,n/a,,,,,
1087,,05 7 2021,n/a,3684,3684,,,
1088,,09 15 2017,13975,2094453,2108428,,,
1089,,06 22 2012,37519139,99970591,137489730,67500000,,
1090,,06 22 2018,n/a,2732,2732,,2686,1
1091,,05 10 2019,n/a,737,737,,,
1092,,12 14 2001,64210,,,,,
1093,,05 22 2015,n/a,2508857,2508857,,80485,18
1094,,07 5 2013,n/a,,,,,
1095,,01 8 2021,n/a,,,,9812674,2837
1096,,04 11 2013,n/a,8555,8555,70000,3270,2
1097,,07 24 2015,n/a,6839,6839,,,
1098,,10 27 2006,66217,,,,,
1099,,05 12 2015,n/a,7167019,7167019,,3096,1
1100,,07 22 2016,4772155,30900000,35672155,,,
1101,,05 15 2015,n/a,,,,,
1102,,11 1 2019,n/a,14281,14281,,,
1103,,05 6 2017,n/a,1905999,1905999,,,
1104,,02 6 2009,39683,,,,93842239,4051
1105,,12 3 2015,n/a,7,7,,,
1106,,10 6 2017,n/a,,,,,
1107,,08 22 2014,31557,23384,54941,,,
1108,,06 5 2015,n/a,4874541,4874541,,,
1109,,04 28 2017,n/a,14092,14092,,,
1110,,12 22 2017,n/a,1957225,1957225,,132829,3
1111,,06 3 2016,n/a,95962,95962,,,
1112,,01 15 2020,n/a,7351,7351,,,
1113,,08 18 2006,36580083,1734720,38314803,,,
1114,,10 20 2017,n/a,1346,1346,,,
1115,,01 6 2017,1940,,,,,
1116,,12 11 2009,n/a,,,,,
1117,,08 26 2016,n/a,,,,,
1118,,10 26 2018,n/a,214,214,,,
1119,,10 20 2017,n/a,539932,539932,,,
1120,,11 11 2016,n/a,113290,113290,,,
1121,,10 25 2018,n/a,321986,321986,,,
1122,,06 28 2006,n/a,584584,584584,,,
1123,,07 8 2021,n/a,294614,294614,,,
1124,,02 28 2020,n/a,46698,46698,,,
1125,,04 6 2018,2621,,,,,
1126,,02 24 2020,n/a,,,,,
1127,,03 30 2018,43549096,3078740,46627836,20000000,,
1128,,08 1 2017,n/a,,,,,
1129,,09 14 2007,24343673,5023470,29367143,45000000,,
1130,,04 8 2014,n/a,,,,,
1131,,07 31 2009,9955,,,,,
1132,,02 24 2012,70012847,12484188,82497035,12000000,,
1133,,11 15 2019,n/a,9696,9696,,,
1134,,01 31 2020,n/a,13519,13519,,,
1135,,02 26 2016,n/a,49954,49954,,,
1136,,06 1 2018,5059608,44067,5103675,19000000,,
1137,,11 5 2010,410262,11446966,11857228,,4667,1
1138,,08 31 2018,19862,,,,,
1139,,10 30 2021,n/a,470000,470000,,,
1140,,09 12 2016,n/a,46430,46430,,,
1141,,03 10 2017,n/a,,,,,
1142,,11 7 2014,19365,,,,,
1143,,09 8 2017,n/a,854,854,,,
1144,,10 27 2017,n/a,149313,149313,,,
1145,,01 12 2018,n/a,91202,91202,,3090,2
1146,,11 21 2003,9377,,,,,
1147,,09 14 2018,n/a,1422122,1422122,,,
1148,,05 10 2019,n/a,44564,44564,,8090,51
1149,,09 20 2019,50188370,85243649,135432019,80000000,99341,4
1150,,01 21 2021,n/a,16920,16920,,,
1151,,02 26 2021,n/a,,,,,
1152,,01 31 2020,n/a,7518495,7518495,,,
1153,,02 15 2019,n/a,3973,3973,,,
1154,,07 29 2009,2283291,551194,2834485,3200000,,
1155,,08 14 2019,n/a,103252,103252,,,
1156,,09 10 2020,n/a,79871,79871,,,
1157,,07 2 2020,n/a,428811,428811,,322168,4
1158,,03 31 2006,309404,,,,,
1159,,11 18 2016,n/a,287328,287328,,,
1160,,03 16 2007,1305,,,,,
1161,,10 2 2015,n/a,157822,157822,,,
1162,,12 21 2018,n/a,30612,30612,,,
1163,,07 13 2001,28664,,,,,
1164,,12 6 2002,22498520,10033239,32531759,18500000,,
1165,,10 10 2014,17390770,108472,17499242,5000000,,
1166,,11 26 2012,n/a,,,,,
1167,,09 4 2015,n/a,42178,42178,,,
1168,,12 14 2011,40106,,,,,
1169,,11 10 2017,n/a,823346,823346,,,
1170,,12 16 2016,n/a,12525,12525,,,
1171,,05 12 2021,n/a,191828,191828,,21520,23
1172,,01 26 2018,n/a,1307,1307,,,
1173,,01 8 2016,n/a,6186,6186,,,
1174,,11 22 2019,n/a,2268177,2268177,,,
1175,,09 29 2017,n/a,3289,3289,,,
1176,,10 29 2014,433062,83904,516966,,,
1177,,10 21 2020,n/a,16975184,16975184,,,
1178,,05 6 2016,n/a,10035,10035,,,
1179,,09 8 2016,n/a,94493,94493,,,
1180,,11 22 2019,n/a,6565,6565,,4798,3
1181,,03 22 2013,18007317,726349,18733666,13000000,5747,26
1182,,10 28 2020,n/a,2168533,2168533,,,
1183,,09 9 2020,n/a,693787,693787,,,
1184,,11 1 2019,n/a,,,,,
1185,,04 22 2016,n/a,9394401,9394401,6400000,,
1186,,07 22 2020,n/a,1043185,1043185,,,
1187,,05 8 2009,294244,90000,384244,4000000,,
1188,,09 6 2013,302020,535014,837034,,,
1189,,05 5 2000,77313,,,,,
1190,,10 18 2002,16933791,7036640,23970431,,227354,615
1191,,02 1 2018,n/a,,,,,
1192,,06 1 2018,31445011,26452180,57897191,35000000,,
1193,,09 21 2007,n/a,,,,,
1194,,04 24 2015,104808,,,,,
1195,,01 18 2016,n/a,103702,103702,,,
1196,,02 14 2014,19731,,,,,
1197,,10 18 2019,n/a,1061766,1061766,,,
1198,,09 26 2014,87909,138994,226903,,,
1199,,11 17 2018,n/a,390928,390928,,,
1200,,08 9 2019,n/a,22698,22698,,,
1201,,04 13 2017,n/a,143795,143795,,,
1202,,04 3 2009,16044025,1509030,17553055,9800000,,
1203,,12 10 2004,n/a,29924,29924,,29869,1
1204,,04 27 2018,n/a,8090,8090,,,
1205,,10 18 2013,n/a,,,,,
1206,,04 10 2021,n/a,780000,780000,,,
1207,,11 22 2018,n/a,83873,83873,,,
1208,,10 9 2009,17738,,,,,
1209,,12 6 2013,n/a,,,,,
1210,,02 21 2021,n/a,,,,,
1211,,01 3 2020,16942,,,,,
1212,,08 28 2020,n/a,20322,20322,,,
1213,,10 28 2016,4264983,22510584,26775567,,,
